rowlabel	sex	age	livharm1	ethgrp2	educat3	work	yrsarea	resyrago	tenure1	rural2	rubbcomm	vandcomm	poorhou	tcemdiqu2	tcwmdiqu2	causem	walkdark	walkday	homealon	tcviolent	tcsteal	wburgl	wmugged	wcarstol	wfromcar	wraped	wattack	winsult	wraceatt	crimerat	tcarea	tcneigh	bcsvictim	tcindwt
75155020	2	29	2	1	1	2	7	 	4	1	2	3	2	1		4	3	2	3	2.154128551	1.051089406	1	1	1	2	1	1	2	2	1	1.605932951	0.488083601	1	1.314228535
75155180	1	25	2	1	4	1	5	 	2	1	4	4	4	2		5	1	1	1	-1.593824863	0.505872667	3	4	2	3	4	4	4	4	3	0.053087778	-0.609643877	0	1.300793648
75155260	1	61	6	1	3	1	7	 	1	1	2	4	3	1		5	2	1	2	2.445354223	1.00003612	1	1	1	2	1	1	1	2	2	3.059627295	-0.08873295	0	0.536563337
75157020	2	56	1	1	1	2	7	 	2	1	4	4	4	2		4	2	1	1	0.911882758	-0.123831615	3	2	1	4	2	2	2	4	2	0.729956329	-0.716289937	0	1.090506792
75157060	1	38	1	1	3	1	5	 	2	1	3	3	3	2		3	2	1	2	-0.593954504	0.826262951	3	3	2	2	4	3	3	3	5	0.65558815	0.085256606	1	1.173392892
75157140	1	41	2	1	1	1	1	2	2	1	4	4	4	2		1	1	1	1	-0.444977373	-0.273460984	3	3	3	3	4	4	3	3	 	-1.261035204	-0.430027872	0	1.119256139
75157180	1	20	3	1	4	1	5	1	2	1	4	4	4	2		5	4	1	1	0.76567173	1.843348145	2	1	1	1	1	1	3	4	3	2.187215567	-1.414790154	1	2.533835888
75157260	2	47	1	1	2	1	7	 	2	1	4	4	4	2		5	2	1	1	-0.842011929	1.700686932	2	3	1	2	3	3	3	4	2	0.386544764	-0.785501719	0	0.98213625
75157300	2	39	2	1	1	2	6	 	5	1	4	4	4	1		4	3	2	2	3.362645864	-1.319120765	1	1	4	3	1	1	1	2	2	2.413053513	0.892706633	0	1.547263145
75158020	1	50	6	1	4	1	6	 	1	1	4	4	4	3		5	1	1	1	-1.29031682	1.386224389	2	3	2	2	4	3	4	4	1	1.012348056	-1.063551188	1	1.555937052
75158060	1	39	2	1	4	1	6	 	2	1	3	4	3	3		5	2	1	1	0.004016491	0.147792697	2	2	3	3	4	3	2	4	3	-0.700925887	1.204289079	0	1.167176008
75158100	1	60	1	1	3	1	6	 	1	1	4	4	4	2		3	1	1	1	-0.900425076	-1.544810176	4	4	4	4	4	4	4	4	1	-0.382005036	-0.65575707	0	1.000572085
75158180	2	65	1	1	2	2	7	 	1	1	4	4	4	3		5	3	1	2	-0.807028294	0.200797483	2	3	3	3	4	3	4	4	1	-1.203584671	0.371640503	0	0.970095038
75158220	1	60	1	1	2	1	7	 	2	1	3	4	4	2		4	2	1	2	0.648037195	1.13404119	1	2	2	2	3	2	2	3	3	0.888112366	-0.221055448	1	1.000572085
75158260	1	34	2	1	4	1	3	 	2	1	3	4	3	3		5	3	1	1	-0.587064207	1.124653935	2	3	2	2	4	3	3	3	 	0.244097322	0.019016445	0	1.166107178
75158300	1	44	3	1	3	1	2	1	2	1	4	4	4	3		7	2	1	2	 	 	3	2	4	4	 	3	3	4	 	-0.968038976	-0.435624927	0	0.556663036
75159020	1	60	1	1	2	1	6	 	1	2	4	4	4	4		4	1	1	1	-0.804065764	1.691518903	2	3	1	2	4	3	3	3	2	0.397999406	-0.980860054	0	1.035319924
75159060	1	22	3	1	3	1	7	 	5	1	4	4	4	4		4	2	1	2	0.566922665	0.319838583	2	2	3	2	3	2	3	3	3	0.731659055	0.614390433	0	1.955954552
75159100	1	45	1	1	4	1	5	2	2	1	4	4	4	4		4	2	1	1	0.68233031	-0.681286454	2	2	3	4	4	3	2	3	2	1.033622265	-0.213728681	0	1.141910911
75159180	2	27	1	1	1	1	1	2	5	1	3	2	3	1		6	3	1	3	0.960899472	-0.36844337	1	1	3	4	4	2	3	3	 	1.003351331	0.602956474	1	1.311664462
75159220	1	40	2	1	2	1	1	2	4	1	3	3	2	2		3	1	1	1	-0.110665999	-0.35916397	3	3	3	3	4	3	3	3	 	0.576293111	-0.839531898	0	2.383454323
75159260	2	73	6	1	4	2	7	 	1	1	3	4	4	4		3	2	1	1	-0.377205402	-0.3990978	3	4	3	3	3	3	3	4	5	-1.022142649	-0.431055874	1	0.528373837
75159300	1	49	1	1	4	1	5	 	1	1	4	4	4	4		4	1	1	1	-1.14133966	0.286500484	2	3	3	3	4	4	4	4	2	1.332367778	-1.17859149	1	1.103834391
75161020	2	75	3	1	3	2	7	 	1	1	4	4	4	5		4	3	2	2	 	 	2	2	 	 	2	2	2	4	2	 	 	0	0.605586052
75161100	1	62	2	1	3	1	5	 	1	1	4	4	4	5		4	1	1	1	-0.238357395	-0.498091012	4	3	3	3	4	3	2	4	2	-0.63920033	-0.500297368	0	1.035973907
75161140	2	71	6	1	1	2	7	 	1	1	4	4	4	3		4	4	1	2	 	 	2	2	 	 	4	3	3	4	3	0.409815192	-0.706302106	0	0.528707623
75161180	1	46	1	1	2	1	6	 	2	1	4	4	4	3		3	2	1	1	-1.514208674	1.654698491	3	3	1	2	4	3	4	4	3	0.723852515	-0.159020469	0	2.20906353
75161220	2	84	6	1	1	2	7	 	1	1	3	4	3	5		4	4	2	2	 	 	4	3	 	 	3	3	3	4	3	-0.625218689	1.017681718	0	0.664569497
75161260	1	37	1	1	3	1	1	2	4	1	2	4	3	3		5	1	1	1	-1.860111833	1.12443459	3	4	2	2	4	4	4	4	 	 	 	1	1.208472371
75161300	2	31	1	1	4	1	5	 	2	1	3	4	3	5		5	2	1	1	-0.848902225	1.402295947	3	3	1	2	3	3	3	4	3	0.807276547	-0.786119461	1	1.122967243
75162100	1	48	3	1	2	2	7	 	2	1	2	4	3	2		5	2	1	1	 	 	2	3	 	 	3	3	3	3	3	-0.85960108	-0.594830632	0	0.534618139
75162140	2	59	1	1	4	1	7	 	1	1	1	3	3	1		1	2	1	2	0.242127389	0.469490796	2	2	2	3	4	2	3	3	1	0.717819989	-1.061785579	1	1.047596574
75163020	2	58	6	1	4	1	5	 	1	1	4	4	4	2		4	3	1	2	1.387485147	0.539430022	2	2	2	2	3	1	2	2	1	2.503149748	2.586835861	1	0.609564722
75163060	2	41	1	1	3	1	6	 	2	1	4	4	4	2		3	3	1	1	1.541601658	-0.585775554	2	2	3	3	2	1	3	3	2	1.030759096	0.051523887	0	1.172934294
75163100	1	67	1	1	1	2	6	 	4	1	3	3	3	1		5	3	2	1	 	 	3	3	2	2	 	3	4	4	1	0.759187996	-0.803314626	1	1.11420238
75163140	2	35	3	1	2	2	7	 	4	1	3	3	3	1		5	3	1	1	 	 	2	2	 	 	3	2	2	3	4	-0.206871316	0.853734732	0	0.598394275
75163180	1	77	6	3	3	2	7	 	1	1	4	4	4	1		4	3	1	1	 	 	3	4	 	 	 	4	4	4	3	-0.991950691	-0.412658811	0	0.559850514
75163220	1	61	1	1	3	2	7	 	1	1	4	4	4	2		10	3	1	2	 	 	2	4	2	2	 	3	3	4	1	0.873049438	-0.996215641	0	1.167078495
75163260	1	55	1	1	3	1	7	 	2	1	3	4	4	2		4	1	1	1	-0.727412224	1.349623322	2	2	2	2	4	2	4	4	4	0.001192324	-0.582656324	0	1.999630094
75163300	1	77	3	1	2	2	7	 	4	1	1	3	2	1		5	1	1	1	 	 	2	4	2	2	 	2	4	4	2	0.211533442	-0.024850892	0	0.559850514
75165020	2	75	1	1	1	1	7	 	1	1	2	3	3	3		5	2	2	1	-0.358723402	0.515259981	2	3	2	3	3	3	3	4	3	0.138313457	-0.627623379	1	1.214555264
75165060	2	42	3	1	1	2	1	2	4	1	3	3	3	1		5	3	1	2	 	 	2	2	 	 	3	3	3	3	 	-0.22294426	-0.627473891	1	0.522040188
75165100	2	63	1	1	4	2	7	 	1	1	3	3	3	2		4	3	1	1	0.154205292	0.214917555	3	2	2	3	3	3	2	4	1	-1.258143902	1.843200684	0	1.55514276
75165180	2	73	6	1	4	2	7	 	1	1	3	3	3	3		4	1	1	1	-1.340292811	1.122483134	3	3	2	2	4	4	3	4	2	-0.875861466	-0.377177745	0	0.530184507
75165220	1	26	3	1	3	1	7	 	2	1	3	3	3	1		5	2	1	2	-0.525749028	1.345866203	1	3	1	3	3	2	4	4	3	0.444967598	-1.050612092	0	1.888900042
75165260	1	37	3	1	2	1	7	 	2	1	2	3	3	1		5	1	1	1	0.155620962	-0.977725923	3	3	3	4	4	3	3	3	3	0.468406945	-0.031544156	0	0.60592407
75165300	1	56	5	2	3	1	5	 	2	1	3	3	3	3		4	2	1	1	0.387867272	0.877535522	2	2	2	2	4	2	3	2	3	0.291961432	-0.634379268	0	0.593319535
75166020	1	27	2	1	2	1	7	2	2	1	4	4	4	2		5	1	1	1	-1.334428191	-0.411080241	4	4	2	4	4	4	4	4	2	-1.125890374	-0.454744309	0	1.294992805
75166060	2	33	3	1	3	1	7	 	5	1	4	4	4	4		4	2	1	2	0.263414681	-0.560513198	3	3	3	3	3	3	3	3	2	0.536826432	1.700267673	0	1.737078309
75166100	2	75	6	1	1	2	7	 	1	1	4	4	4	2		4	2	1	1	 	 	2	2	 	 	4	3	4	4	4	-1.053539753	-0.382651001	0	0.68431896
75166140	2	62	1	1	1	2	7	 	1	1	4	4	4	2		8	4	2	2	2.690124512	-1.593254209	1	2	4	4	4	1	1	1	2	1.339012265	-1.035997987	0	1.168288946
75166180	1	51	5	1	4	1	6	 	2	1	4	4	4	4		4	2	1	1	-0.534284532	-0.764613569	3	4	4	3	4	3	3	4	3	-0.705324352	0.291328728	0	0.606811583
75166220	2	44	1	1	4	2	6	 	2	1	3	3	3	2		1	3	2	1	0.295243829	0.305386424	2	3	3	2	3	3	2	3	3	1.047185183	-0.912819803	1	1.073701501
75166260	1	41	1	1	2	1	7	 	2	1	3	4	4	1		5	2	1	2	0.495659441	1.086101294	2	1	2	2	4	2	2	3	3	2.621593475	-1.455432773	1	1.302583337
75166300	1	53	1	1	3	1	6	 	2	1	4	4	4	1		4	2	1	2	-0.857004225	-0.062943779	3	3	3	3	4	4	3	4	3	0.165865898	-0.543806016	0	1.107547164
75167020	2	41	1	1	2	1	7	 	4	1	2	3	2	1		4	3	1	1	-0.353765041	0.503034055	4	3	3	1	3	2	3	4	2	1.033823252	-0.874905825	1	1.042948484
75167100	2	22	3	1	1	1	7	 	4	1	3	3	3	1		1	2	1	3	 	 	2	4	 	 	4	2	2	4	4	2.155832052	-1.104874372	0	1.984603643
75167140	2	34	3	1	2	1	7	 	4	1	2	2	2	1		1	1	1	1	 	 	4	4	 	 	4	4	1	4	4	0.061951619	3.99925971	1	0.562441647
75167220	2	77	6	1	1	2	7	 	2	1	3	3	4	1		4	3	1	4	 	 	1	2	 	 	4	4	4	4	2	-0.275140941	0.324236423	0	1.213238716
75167260	1	68	6	1	3	2	7	 	1	1	3	3	3	2		9	3	1	1	-0.5454427	-0.735340357	1	4	4	4	4	3	4	4	4	-0.261992633	-0.773755789	0	0.495362639
75167300	2	68	1	1	2	2	7	 	2	1	3	3	3	3		7	1	1	1	-1.117426634	-0.977945209	4	4	3	4	4	4	4	4	2	-0.855600893	-0.504177213	0	1.006132245
75169020	1	31	3	1	3	1	7	 	2	1	3	3	3	1		5	1	1	1	0.51487118	-0.495920271	3	3	3	3	4	2	2	3	4	0.609913647	2.174541712	1	2.644523621
75169060	1	26	2	1	5	1	1	2	4	1	 	 	 	1		 	1	1	1	-0.671831846	-1.495708346	4	3	4	4	4	4	4	4	 	 	 	0	1.427275896
75169100	1	21	3	1	3	1	1	2	4	1	 	 	 	1		1	2	2	2	-0.401891768	-0.308110654	3	3	3	3	4	3	4	3	 	0.72271198	-0.187960014	0	0.741503954
75169180	2	25	3	1	1	2	3	 	4	1	2	2	3	1		4	1	1	3	 	 	1	3	 	 	3	3	3	4	 	1.795676231	-0.682089865	0	0.72100848
75169220	2	73	1	1	1	2	7	 	4	1	 	 	 	1		4	4	2	2	 	 	3	3	 	 	3	3	2	3	4	-0.639555812	1.620661974	0	1.201841593
75169260	2	58	1	1	1	2	5	 	4	1	2	2	3	1		5	3	3	2	 	 	3	2	 	 	3	3	3	3	2	-0.978404105	-0.467668146	0	1.229986429
75169300	1	50	1	1	1	2	7	 	2	1	3	3	3	1		1	2	1	1	0.263414681	-0.560513198	3	3	3	3	3	3	3	3	3	0.61426127	-1.026603699	1	1.220682859
75170020	2	34	1	3	2	1	7	 	2	1	2	4	3	1		2	4	2	3	1.988420248	1.560328245	1	2	1	1	2	1	1	1	1	3.221861124	0.697731674	1	1.070233345
75170060	2	57	1	1	1	2	7	 	4	1	2	3	4	1		5	4	2	2	 	 	1	1	 	 	1	1	1	1	2	 	 	0	2.062718868
75170220	2	63	1	1	1	2	7	 	1	1	3	3	3	1		5	4	2	2	 	 	1	1	 	 	1	1	1	1	4	0.35020256	-0.696544886	0	0.985323787
75170260	1	84	5	1	1	2	7	 	4	1	3	3	3	1		1	3	2	3	 	 	1	1	 	 	1	1	1	2	4	3.080449343	-1.310635448	0	0.510765612
75170300	2	52	4	1	3	1	1	2	1	1	4	4	4	1		6	2	1	2	0.071351945	0.573860466	3	3	2	2	3	3	2	3	 	2.30647397	0.048850428	0	0.51449585
75171020	1	37	1	1	2	1	7	 	2	1	3	3	2	1		7	1	1	1	-0.522692859	-0.148646772	3	3	3	3	4	3	3	4	4	1.164844751	-0.860757887	0	1.363345861
75171060	1	20	3	1	2	1	1	2	4	1	2	4	3	2		5	3	1	2	 	 	1	1	 	 	 	1	1	1	 	1.507695079	2.644594908	1	0.736005545
75171100	2	66	5	1	1	2	7	 	4	1	2	3	3	1		5	3	1	2	 	 	3	1	 	 	3	2	3	2	1	0.949850142	-0.083775595	0	0.56657052
75171180	2	56	5	1	4	2	7	 	1	1	2	3	3	1		7	3	1	1	 	 	3	3	 	 	3	3	3	4	1	2.212799788	-1.192439795	0	1.220865607
75171220	2	41	2	1	1	2	7	 	4	1	1	2	2	1		6	2	1	1	 	 	2	2	 	 	2	2	3	4	2	-0.283973813	-0.63806802	0	1.174604774
75171300	2	34	3	1	4	1	6	 	4	1	2	4	2	1		4	3	2	2	0.156394243	0.195732608	1	3	3	3	3	3	2	4	3	0.417010337	0.217906371	0	0.633441269
75173020	2	18	3	1	3	1	6	 	2	1	4	4	4	3		5	3	1	2	0.302320063	-0.061328176	4	4	1	3	2	2	3	3	1	0.659707785	-0.081960067	1	1.867717266
75173060	2	37	1	1	4	1	6	 	2	1	3	4	3	2		8	1	1	2	-1.270769835	1.320719004	2	4	2	2	4	4	2	4	2	1.148583055	-0.839265585	1	1.061468005
75173100	1	51	3	1	1	2	7	1	5	1	3	4	3	3		5	1	1	1	-0.900425076	-1.544810176	4	4	4	4	4	4	4	4	3	-1.261035204	-0.430027872	0	0.536552012
75173220	2	38	1	1	4	1	5	 	2	1	4	4	3	3		5	2	1	2	0.053303447	0.304742754	2	3	2	3	3	3	3	3	3	0.117464595	-0.726905048	1	1.061468005
75173300	2	62	6	1	1	2	7	 	2	1	4	4	4	3		4	4	1	3	3.355180025	-2.295505524	1	4	4	4	1	1	1	1	3	-1.022142649	-0.431055874	0	0.516509414
75174020	1	37	5	1	4	1	7	2	4	1	3	4	3	2		4	1	1	1	-1.383713603	-0.359383255	4	4	3	3	4	4	4	4	3	-0.620845139	1.078719974	1	0.582077444
75174060	2	76	6	1	1	2	7	 	4	1	4	4	4	2		5	4	1	1	 	 	3	1	 	 	4	3	3	4	3	-1.536816716	1.125646949	0	1.166755557
75174100	1	25	3	1	2	1	7	 	5	1	4	4	4	2		10	2	1	1	1.697192907	1.402734518	1	1	1	2	3	1	1	2	3	0.146150276	0.283016741	1	1.814560771
75174140	1	69	1	1	1	2	7	 	1	1	3	3	4	3		10	2	1	2	-0.547631681	-0.71615541	3	3	3	4	4	3	4	4	3	-0.385734916	-0.367441148	0	0.952767372
75174180	2	48	3	1	4	1	7	 	2	1	3	4	4	2		5	2	1	2	-0.250929683	0.932472706	2	3	2	2	2	3	3	4	3	-0.03464004	-0.60279578	0	0.487201989
75174220	1	27	3	1	4	1	3	 	2	1	3	2	3	1		7	2	1	1	0.51487118	-0.495920271	3	3	3	3	4	2	2	3	 	0.790737152	0.792411387	0	0.60485357
75174260	2	41	5	1	2	1	4	 	2	1	4	4	4	3		5	2	1	2	-0.538503945	2.581038713	1	2	1	1	3	2	3	4	4	0.067363933	-0.670092106	0	0.501494884
75174300	1	48	4	1	3	1	6	 	1	1	3	4	3	3		1	3	2	2	-0.020920781	-0.211068928	2	3	3	3	3	3	4	3	2	-0.016840853	0.251473725	0	0.532012939
75175020	2	33	3	1	4	1	4	 	2	1	3	3	3	4		10	1	1	1	 	 	2	3	 	 	3	3	3	4	3	-0.968038976	-0.435624927	0	0.585387051
75175100	1	29	1	1	4	1	6	 	2	1	3	3	3	4		10	2	1	1	-0.89353472	-1.246419191	3	4	4	4	4	4	4	4	2	-0.360380471	-0.569720685	1	1.265563607
75175140	1	37	3	1	4	1	5	 	2	1	3	3	3	4		2	2	1	2	-0.169899464	0.680007994	2	2	2	3	4	2	3	4	4	-0.628347158	0.207303956	0	0.629959702
75175180	1	43	1	1	3	1	6	 	2	1	3	3	3	5		1	1	1	1	-0.110665999	-0.35916397	3	3	3	3	4	3	3	3	3	-0.320824176	-0.498252988	0	1.201790571
75177020	1	86	1	1	1	2	7	 	4	2	2	2	1	1		1	4	2	2	 	 	3	3	 	 	3	3	3	4	3	0.613293648	-0.041778408	0	1.948925972
75177100	1	34	2	1	4	1	1	2	2	2	4	4	4	1		4	1	1	1	-0.89353472	-1.246419191	3	4	4	4	4	4	4	4	 	-0.7743451	-0.475580901	0	1.097319365
75177180	1	38	2	1	3	1	2	1	4	2	4	4	4	1		1	2	1	1	-0.361960649	2.023028612	2	3	1	1	3	2	3	3	 	0.153384119	1.882260561	1	1.098326683
75177260	1	54	1	1	3	1	4	 	1	2	4	4	4	1		5	2	1	1	-0.110665999	-0.35916397	3	3	3	3	4	3	3	3	2	1.618394732	0.38544023	0	1.952768803
75178020	2	82	6	1	1	2	7	 	4	2	3	4	4	1		4	4	2	3	 	 	1	1	 	 	4	1	2	1	3	-0.673613131	4.473258495	0	1.269619584
75178060	2	48	4	1	3	1	7	 	4	2	4	4	4	1		1	2	1	1	-0.148612171	-0.349995971	3	3	3	3	3	3	3	4	3	0.266536653	-0.591537237	0	0.529553354
75178100	1	73	1	1	1	2	7	 	1	1	3	4	4	3		3	2	1	1	-0.181491151	0.064041182	2	3	3	3	4	2	3	4	3	0.900824964	-0.835276961	0	0.997118294
75178140	1	31	3	1	3	2	7	 	5	1	3	4	4	2		1	2	1	1	0.641146898	0.835650265	2	2	2	2	3	2	2	3	3	0.088235386	0.255802751	1	1.729186535
75178180	2	34	3	1	2	1	7	 	2	1	4	4	4	2		4	1	1	1	-0.900425076	-1.544810176	4	4	4	4	4	4	4	4	3	-0.222629562	-0.495852113	0	0.536142528
75178220	2	57	5	1	2	1	7	 	2	1	3	4	4	3		1	2	1	1	-0.886644423	-0.948028326	2	4	4	4	4	4	4	4	3	-0.128539622	-0.522900879	1	1.033512592
75178260	1	35	1	1	3	1	4	 	2	1	4	4	4	2		1	3	2	1	0.521761477	-0.197529346	2	3	3	3	4	2	2	3	3	0.180403545	1.698920727	1	1.153849125
75179060	1	42	2	1	3	1	4	 	2	1	4	4	4	3		1	1	1	1	1.40439415	-0.788651824	3	2	4	2	1	2	2	4	3	0.229033366	-0.670230985	0	1.18498075
75179100	1	54	1	1	4	1	7	 	2	1	4	4	4	2		3	2	2	2	0.446121573	0.479302496	2	2	3	2	3	2	2	4	4	0.878832996	-0.653098047	0	1.104364395
75179140	1	28	2	1	3	1	1	2	4	1	2	3	2	2		4	3	1	1	 	 	1	1	3	3	 	2	2	4	 	1.763663888	-0.470255703	1	1.291035175
75179220	2	16	3	1	2	2	6	 	2	1	 	 	 	1		5	2	1	2	 	 	3	3	 	 	3	3	3	4	3	0.152691111	0.007120621	0	2.751415253
75179260	1	62	3	1	1	2	7	 	4	1	3	3	3	2		5	1	1	1	 	 	4	4	 	 	 	4	4	4	4	-0.937847018	-0.417227864	0	1.598338485
75179300	1	46	3	1	1	1	7	 	2	1	3	3	3	1		1	2	1	1	 	 	2	2	 	 	 	2	2	3	3	0.968655944	-0.106210291	1	0.56779778
75181060	1	57	3	1	3	2	7	 	1	2	3	3	3	3		4	1	1	1	-0.81391865	-0.097593457	3	3	3	3	4	3	4	4	2	-1.175405025	1.273904443	0	0.522454619
75181100	2	49	1	1	1	1	7	 	4	2	3	4	4	3		5	1	1	1	-0.900425076	-1.544810176	4	4	4	4	4	4	4	4	3	-0.929720402	-0.544832408	0	0.893890142
75181260	1	80	6	1	3	2	7	 	4	2	4	4	4	3		7	2	2	1	 	 	3	4	 	 	4	4	4	4	3	-1.261035204	-0.430027872	0	0.473389834
75181300	2	65	1	1	1	2	7	 	1	2	3	4	4	3		4	2	2	1	-1.86700213	0.826043725	4	4	2	2	4	4	4	4	3	-1.261035204	-0.430027872	1	0.887699187
75182060	2	52	1	1	1	1	7	 	1	2	4	4	3	2		4	1	1	1	-1.389144659	1.819420218	1	2	2	2	4	4	4	4	2	-1.261035204	-0.430027872	0	1.535352111
75182100	1	60	2	1	4	1	6	 	1	2	4	4	4	3		5	1	1	1	-0.339259237	-0.408265829	3	4	3	3	4	3	3	3	3	-1.064865112	-0.520115912	0	1.010081768
75182140	1	68	5	1	3	2	2	1	1	2	4	4	4	3		5	1	1	1	 	 	2	2	 	 	 	2	2	2	 	-1.053539753	-0.382651001	0	0.938353419
75182180	2	69	2	1	5	1	7	 	1	2	4	4	4	3		4	3	1	3	0.136847302	0.261238098	1	2	3	3	3	2	4	4	3	-1.261035204	-0.430027872	0	0.979411304
75182220	2	48	5	1	4	2	4	 	2	2	4	4	4	3		4	1	1	1	0.263414681	-0.560513198	3	3	3	3	3	3	3	3	3	-1.113548875	-0.442951709	0	0.479712844
75182260	2	74	5	1	1	2	7	 	1	2	4	4	4	3		4	1	1	1	-1.860111833	1.12443459	3	4	2	2	4	4	4	4	3	-1.261035204	-0.430027872	0	0.5012936
75182300	1	65	1	1	1	2	1	2	1	2	4	4	4	3		5	1	1	1	-0.900425076	-1.544810176	4	4	4	4	4	4	4	4	 	-1.261035204	-0.430027872	0	0.938353419
75183060	1	47	3	1	4	1	5	 	4	1	4	4	4	5		5	1	1	1	-0.473407447	-0.200343743	3	3	2	4	4	3	3	4	3	-1.016170979	0.29032135	1	0.569000483
75183100	1	53	1	1	2	1	7	 	2	1	4	4	4	5		3	1	1	1	-1.624628186	1.471927404	2	3	2	2	4	4	4	4	3	0.087317571	0.067272566	0	1.106703639
75183140	1	46	1	1	3	1	6	 	2	1	3	4	4	4		8	1	1	1	-0.110665999	-0.35916397	3	3	3	3	4	3	3	3	3	0.395015717	-0.702750385	0	1.138000965
75183180	2	47	1	1	4	1	5	 	1	2	4	4	4	3		6	2	1	1	0.263414681	-0.560513198	3	3	3	3	3	3	3	3	3	-0.121427909	-0.725877047	0	1.042824149
75183260	2	52	5	1	5	1	2	1	4	2	2	3	3	3		3	4	2	3	-0.741192877	0.752841413	4	2	2	2	4	2	4	4	 	-0.589490235	-0.388568074	0	0.556271076
75183300	2	72	6	1	4	2	5	 	1	1	4	4	4	5		4	2	1	2	-0.522692859	-0.148646772	3	3	3	3	4	3	3	4	3	-0.838492692	0.295794606	1	0.544868767
75185100	1	55	1	1	1	2	7	 	4	1	3	3	3	2		9	3	2	2	0.195804551	2.011909246	2	2	1	1	4	2	2	2	1	1.22228694	3.176234722	1	1.225115299
75185140	2	42	5	1	2	1	7	 	4	1	2	2	2	1		9	3	3	3	 	 	1	1	 	 	4	1	1	4	1	3.207944393	-0.069878101	1	2.157014132
75185180	1	25	3	1	1	2	7	2	4	1	2	3	2	1		6	1	1	1	 	 	3	3	 	 	4	4	4	4	3	-0.625077844	-0.580931187	0	0.650127292
75185220	2	34	4	1	2	1	7	 	4	1	1	1	1	1		7	1	1	1	 	 	3	3	 	 	3	3	3	4	5	0.818698227	-0.213114426	0	0.5601722
75185260	1	51	1	1	3	1	7	 	1	1	3	4	4	1		8	1	1	1	-1.773605347	2.571651459	2	3	1	1	4	3	4	4	1	1.346967459	-0.0952994	0	1.071715832
75185300	2	45	3	1	1	1	6	 	4	1	3	2	3	1		8	3	1	2	 	 	1	2	 	 	2	1	1	4	1	0.180343583	-0.619267285	1	0.524025559
75186020	1	19	3	1	1	1	7	 	4	1	3	3	3	1		5	2	1	1	 	 	2	3	 	 	4	2	3	4	5	0.77146709	-0.981284261	0	2.929576874
75186060	2	23	2	1	3	2	4	1	4	1	2	3	3	1		5	3	1	2	 	 	3	3	 	 	3	3	2	3	4	0.420759916	-0.783930719	0	1.401413202
75186100	1	31	3	1	4	1	7	 	4	1	2	3	3	1		5	1	1	1	 	 	3	4	 	 	3	3	3	3	3	1.845881581	-0.246743888	1	0.640268505
75186140	1	58	1	1	1	1	7	 	2	1	3	4	4	1		9	2	1	1	0.18569921	-0.435698956	3	3	3	3	3	2	3	4	2	1.975447536	-1.051131964	0	1.255030036
75186180	1	49	1	1	4	1	7	 	2	1	3	4	4	1		4	1	1	1	-1.383713603	-0.359383255	4	4	3	3	4	4	4	4	3	 	 	1	1.757447958
75186220	2	62	1	1	1	2	5	 	4	1	2	3	3	1		4	2	1	1	-0.525847316	2.217142344	2	3	1	1	3	3	1	4	4	2.481307268	-0.39760977	1	1.645745754
75186300	2	78	6	1	1	2	7	 	4	1	3	4	4	1		4	3	2	2	 	 	3	3	 	 	3	3	3	3	3	-0.121427909	-0.725877047	0	0.642289996
75187020	1	33	1	1	2	1	7	 	2	1	3	3	3	1		1	1	1	1	0.03482144	-0.609615028	3	4	3	3	3	3	3	3	4	-0.738161147	2.468815565	0	1.378760576
75187100	2	35	1	1	3	1	5	 	1	1	3	4	3	3		 	4	2	2	2.795478344	-1.606705308	3	3	3	3	1	1	2	1	3	-0.844464421	-0.425582647	0	1.213593721
75187140	2	77	1	1	3	2	7	 	1	1	3	3	3	2		9	2	2	1	0.263414681	-0.560513198	3	3	3	3	3	3	3	3	3	0.939878225	-0.895806253	0	1.383113742
75187180	2	77	1	1	1	2	7	 	4	1	3	4	3	1		1	3	1	2	 	 	3	3	 	 	3	3	3	3	3	-0.039860975	-0.709505618	0	1.383113742
75187220	1	81	1	1	1	2	7	 	5	1	3	3	3	1		4	3	2	2	0.277195334	0.036268704	1	3	3	3	3	3	3	3	1	-0.161102593	3.919605255	1	1.224393964
75187260	2	75	5	1	1	2	7	 	4	1	2	4	4	1		5	3	2	1	 	 	3	1	 	 	4	2	3	4	3	0.915383518	0.902090609	0	0.691556871
75187300	2	47	5	1	4	2	1	2	4	1	3	4	3	1		3	2	1	1	 	 	3	3	 	 	3	3	3	3	 	-1.127095461	-0.387942374	1	1.155996084
75189020	2	58	1	1	1	1	2	1	2	1	4	4	4	3		6	2	2	1	3.067492247	-0.075737029	2	1	2	2	1	1	1	1	 	-1.261035204	-0.430027872	0	0.977697015
75189060	2	50	1	1	2	1	7	 	2	1	4	4	4	3		5	3	1	1	2.591094255	1.408080816	1	1	1	1	1	1	1	1	4	-0.783439159	-0.49095428	0	1.463198543
75189140	1	76	1	1	3	2	7	 	2	1	3	4	4	1		4	2	1	1	1.342901111	0.90870291	3	1	2	1	3	1	2	2	3	-0.167779148	1.035445929	1	0.898617685
75189180	1	76	3	1	3	2	7	 	1	1	3	4	4	2		5	1	1	1	 	 	4	4	 	 	4	4	4	4	3	-0.830917835	-0.480591983	0	0.449308842
75189220	2	27	5	1	2	1	4	 	2	1	4	4	4	4		5	2	1	2	 	 	2	2	 	 	2	2	3	4	2	0.349505395	-0.704557121	0	0.573065698
