rowlabel	sex	age	livharm1	ethgrp2	educat3	work	yrsarea	resyrago	tenure1	rural2	rubbcomm	vandcomm	poorhou	tcemdiqu2	tcwmdiqu2	causem	walkdark	walkday	homealon	tcviolent	tcsteal	wburgl	wmugged	wcarstol	wfromcar	wraped	wattack	winsult	wraceatt	crimerat	tcarea	tcneigh	bcsvictim	tcindwt
71669220	2	65	1	1	1	2	7	 	1	2	4	4	4	5		6	4	2	3	-0.879705667	2.368350744	2	2	1	1	3	3	3	4	3	-0.619278908	4.318621635	0	2.012945414
71669260	2	58	1	1	1	1	6	 	2	2	4	4	4	5		5	2	1	1	-0.706124902	0.319619328	3	3	3	2	3	3	4	4	3	-1.157287478	-0.406339437	0	1.446665168
71669300	1	22	2	1	3	1	6	 	5	2	4	4	4	5		6	1	1	1	-1.383713603	-0.359383255	4	4	3	3	4	4	4	4	3	-1.157287478	-0.406339437	0	3.483767509
71689060	1	57	5	1	1	1	7	 	4	1	2	2	2	2		5	1	1	1	 	 	2	2	 	 	4	4	4	4	3	-0.937847018	-0.417227864	0	0.632415295
71690020	1	26	1	1	4	1	2	2	1	1	3	3	3	4		4	3	2	1	 	 	3	2	 	 	4	2	2	3	 	1.065310597	-0.941209793	0	1.344002008
71690060	2	57	1	1	3	1	7	 	1	1	4	4	4	4		10	2	1	2	0.270305008	-0.262122244	2	3	3	3	3	3	3	3	1	-0.089008845	-0.661354125	0	1.737344742
71690180	2	34	1	1	4	2	6	1	4	1	4	4	4	3		4	4	2	2	2.621897459	0.442026109	2	2	1	2	1	1	1	1	3	0.293929964	-0.87444222	0	1.201813936
71690220	1	75	1	1	4	2	7	 	1	1	4	4	4	5		4	3	2	2	1.735211253	0.963215709	2	1	1	2	1	1	2	3	2	0.890607297	-0.93564707	0	1.064070225
71711140	1	58	3	1	4	1	2	1	1	1	3	3	3	5		4	2	2	1	0.824580491	0.576031208	2	3	2	2	3	2	2	2	 	1.021158695	0.708632052	1	0.877235591
71712180	2	30	1	1	2	1	4	 	4	1	3	4	3	4		1	2	1	1	0.748940587	1.25286305	2	2	2	1	2	2	2	3	3	3.029654264	-1.681313872	0	0.831296086
71712300	2	57	5	1	 	 	6	 	 	1	3	4	3	5		9	4	3	4	2.591094255	1.408080816	1	1	1	1	1	1	1	1	1	2.655631542	2.331957817	1	0.400528818
71714140	1	55	3	1	4	1	7	 	1	2	4	4	4	5		2	1	1	2	 	 	2	2	3	3	 	2	3	3	3	-0.214099228	-0.515842557	0	0.438659072
71714260	1	42	1	1	4	1	2	1	2	2	4	4	4	5		4	1	1	1	0.263414681	-0.560513198	3	3	3	3	3	3	3	3	 	-0.418562561	0.111396238	0	0.854643643
71732060	1	35	1	1	1	2	1	2	1	2	4	4	3	4		10	1	1	1	-0.50421083	0.76571101	2	2	2	3	4	3	3	4	 	 	 	0	0.721573114
71736300	1	75	1	1	3	2	7	 	1	1	3	3	3	3		4	2	2	1	-0.23792389	0.147149041	2	2	2	4	4	3	3	4	3	-1.125890374	-0.454744309	0	0.592792034
71737060	2	40	5	1	2	1	5	2	4	1	4	4	4	5		5	2	1	1	-0.491889447	-1.114701509	4	4	3	4	4	3	3	4	2	0.262974501	-0.719578266	1	0.621676207
71737180	1	20	3	1	3	1	7	 	2	1	4	4	4	4		4	1	1	1	-1.029421687	0.134648338	2	4	2	4	4	4	3	4	4	0.231971085	-0.670972586	0	1.168624043
71737220	1	63	1	1	3	2	7	 	4	1	4	4	4	4		5	1	1	1	-1.146041036	-0.031075409	1	4	4	3	4	4	4	4	2	0.920409858	-0.812377393	1	0.618572414
71759020	2	35	2	1	2	2	5	 	2	1	4	4	4	5		4	2	1	1	 	 	3	3	3	3	2	2	3	 	3	0.789620399	1.326162696	0	1.351375103
71759180	1	46	1	1	1	1	6	 	2	1	4	4	4	5		1	1	1	1	-1.14806819	2.434895039	2	3	1	1	4	2	3	4	3	-0.039570048	-0.047885209	1	1.405209303
71759260	1	67	6	1	2	2	6	 	1	1	 	 	 	5		4	2	1	1	-0.046294656	-1.632464647	4	3	4	4	4	3	3	4	3	-0.952087045	-0.454278082	0	0.628635228
71759300	2	48	1	1	3	2	1	2	1	2	4	4	4	5		9	2	1	1	 	 	2	1	1	3	2	2	2	 	 	-1.261035204	-0.430027872	0	1.286176801
71760140	2	24	3	3	4	1	6	 	1	1	4	4	4	5		8	3	1	2	0.382475406	0.244521409	2	3	2	3	4	3	2	2	1	-0.56938839	-0.437208652	0	4.20068121
71783260	2	16	3	1	4	2	7	 	2	2	4	4	4	4		8	2	2	2	 	 	3	3	 	 	3	3	3	3	1	1.908471704	-1.3462466	1	2.970689535
71805020	2	53	2	1	4	1	7	 	2	1	2	3	2	2		2	3	2	2	0.604616404	-0.347825229	2	3	3	3	3	2	3	3	2	-0.314563543	2.634720325	0	0.748888016
71810060	1	31	3	1	3	1	4	 	4	1	3	3	2	4		1	2	1	1	-0.696272016	2.108731747	2	3	1	1	3	3	3	3	3	0.14199616	0.811158657	0	0.418730676
71810180	1	45	1	1	2	1	5	 	2	1	1	2	2	1		4	1	1	1	-1.853221416	1.422825575	2	4	2	2	4	4	4	4	3	0.146341413	4.04913044	1	0.766149402
71810220	2	23	3	1	2	2	6	 	2	1	3	3	3	2		5	2	1	1	 	 	3	2	 	 	2	2	1	2	2	-0.096333861	1.633072257	1	1.832634091
71811060	1	67	1	1	4	2	4	 	2	2	4	4	4	5		4	1	1	1	0.146265134	1.196463346	2	2	2	2	4	2	1	4	3	-1.141354322	0.239466935	0	1.03093946
71811100	1	42	3	1	4	1	7	 	2	2	4	4	3	5		4	1	1	2	-0.593954504	0.826262951	3	3	2	2	4	3	3	3	1	0.302609771	-0.155391216	0	0.400383025
71831100	2	41	1	1	2	1	6	 	2	2	4	4	3	2		5	4	2	3	3.259555101	-1.210110664	2	1	3	3	1	1	2	1	2	-0.21214956	-0.779612899	1	1.012090683
71831180	1	32	3	1	4	1	7	 	4	2	 	 	 	3		9	2	1	1	-1.036784768	2.002835035	2	2	2	1	4	3	3	4	2	0.491894901	-0.025508586	1	0.293368071
71833140	1	42	2	1	3	1	4	2	2	1	3	4	4	4		4	1	1	1	-0.14172186	-0.05160502	2	3	3	3	3	3	3	4	3	-0.271877021	-0.454051703	1	0.555029631
71833220	2	37	1	1	3	1	4	1	2	1	4	4	4	4		1	2	1	1	1.903652668	-1.060034037	3	2	3	3	2	2	2	2	2	0.949453652	0.610338688	1	0.51157093
71834220	2	49	1	1	4	1	7	 	2	2	4	4	4	3		1	3	1	1	-0.138434619	1.667261362	3	2	1	1	1	3	3	4	2	-0.85247618	-0.613782108	0	0.486637503
71851220	2	30	5	1	4	1	4	 	2	1	2	3	3	1		5	4	2	2	2.721589327	-0.606000841	2	2	3	2	1	2	1	1	3	0.847107053	1.440204144	0	0.342392087
71852260	2	35	1	1	3	1	6	 	2	2	3	3	3	4		5	1	1	2	 	 	3	3	2	2	3	3	3	 	2	-1.261035204	-0.430027872	0	0.648242652
71853100	2	54	1	1	1	2	7	 	1	1	2	2	3	1		5	1	1	1	1.793233156	-1.242805123	2	2	4	3	2	3	2	2	3	0.985113502	-0.859005094	0	1.107381821
71853180	1	58	6	1	1	1	7	 	4	1	2	4	4	2		4	1	1	1	-0.148612171	-0.349995971	3	3	3	3	3	3	3	4	3	0.277389973	0.690184295	0	0.404573232
71853220	2	82	6	1	1	2	7	 	1	1	2	4	4	2		5	3	3	3	 	 	3	3	 	 	 	3	3	3	3	0.068466276	0.081695534	0	0.454200119
71853260	1	22	1	1	1	2	7	 	4	1	3	4	4	1		5	1	1	1	 	 	2	3	 	 	3	3	3	 	3	0.316048563	0.71536696	0	0.891866505
71854020	1	79	1	1	4	1	7	 	1	2	4	4	4	3		1	1	1	1	 	 	2	3	3	3	3	3	3	 	3	 	 	0	0.609222054
71854100	2	57	3	1	5	1	6	 	1	2	4	4	4	4		5	3	1	1	 	 	3	3	2	2	3	3	3	 	3	-0.761069953	-0.601886272	0	0.331778139
71854140	2	32	5	1	3	1	5	 	2	2	4	4	4	3		4	2	1	1	-0.039404336	-1.334073663	3	3	4	4	4	3	3	4	3	0.061946299	-0.14628835	1	0.344302177
71854180	1	18	3	1	2	1	4	 	2	2	 	 	 	4		6	1	1	1	 	 	3	3	4	4	4	4	4	 	3	-0.74962002	0.393851787	1	1.629456639
71854220	1	84	1	1	4	2	7	 	4	2	4	4	4	3		1	2	1	1	-0.244123697	0.164196342	2	2	3	3	4	2	4	4	1	-0.999962449	-0.600858271	0	0.657217264
71854260	2	34	3	1	3	1	5	2	4	2	4	4	4	5		5	1	1	1	2.857381105	0.789518893	1	1	1	2	1	1	1	1	3	-0.936641932	-0.48402983	0	0.688604355
71854300	2	61	2	1	5	2	6	 	1	2	4	4	4	5		4	3	1	2	0.554640472	-0.611566484	3	3	3	3	3	3	2	3	3	-1.098441124	1.139646411	0	0.633842409
71855060	2	65	1	1	2	2	1	2	1	2	4	4	4	3		8	2	1	1	-0.148612171	-0.349995971	3	3	3	3	3	3	3	4	 	0.039770395	0.099479787	0	3.893387794
71855220	1	61	3	1	1	2	3	 	4	2	4	4	3	3		4	3	1	1	 	 	4	4	 	 	4	4	4	4	 	1.184832096	-0.926404834	0	0.949327111
71855260	2	71	1	1	1	2	6	 	1	2	4	4	4	3		1	2	1	1	1.191770911	0.076291054	3	3	2	2	2	2	2	2	2	-1.261035204	-0.430027872	0	0.646033347
71855300	1	54	1	1	3	1	6	 	1	2	4	4	4	4		8	1	1	1	-0.148612171	-0.349995971	3	3	3	3	3	3	3	4	3	-0.722224891	-0.497455508	0	0.984287143
71874020	2	60	1	1	1	2	1	2	4	1	4	4	4	2		4	4	2	1	 	 	3	3	 	 	2	3	3	4	 	 	 	1	0.173473164
71874100	2	21	3	1	2	1	2	1	4	1	2	3	3	2		3	3	1	4	-0.067243628	1.331349492	2	3	2	1	3	3	3	2	 	0.934795976	0.05608337	0	0.22162196
71876300	1	44	2	1	4	1	5	 	2	1	4	4	3	5		4	1	1	1	 	 	4	4	4	4	 	4	4	4	3	-0.713130832	-0.482082158	0	0.386879534
71877180	1	44	1	1	4	1	6	 	2	1	3	4	4	4		1	2	1	2	 	 	2	2	2	2	 	1	1	1	1	1.462729692	-0.438208908	0	0.442449152
71879100	1	34	3	1	3	2	5	 	4	1	2	3	3	1		6	4	2	2	2.58420372	1.109689951	2	1	1	1	1	1	1	1	1	3.186838388	1.507929683	0	0.20233582
71879140	2	65	6	1	2	2	7	 	1	1	2	3	2	1		4	2	1	1	-0.66494149	-1.197317362	3	3	4	4	4	4	4	4	4	-0.578175068	-0.565669	0	0.336738408
71879220	2	26	3	1	2	2	6	 	4	1	1	1	1	1		 	2	1	2	 	 	4	4	 	 	4	4	4	4	4	0.417160541	3.052259922	1	0.212634951
71879260	1	74	1	1	3	2	7	 	4	1	3	3	3	1		5	2	2	2	-0.522692859	-0.148646772	3	3	3	3	4	3	3	4	2	-0.175531611	-0.721307993	0	0.34989956
71901020	1	17	3	1	2	2	6	2	4	1	2	3	3	4		5	2	1	1	 	 	2	1	 	 	1	1	3	3	1	2.581502438	0.629989743	1	0.60279268
71901060	1	49	1	1	1	1	7	 	2	1	3	4	4	5		5	2	1	1	0.476924986	-0.486752272	3	3	3	3	3	2	2	4	1	1.450385928	0.710370898	0	0.723694503
71901100	2	75	6	1	1	2	6	 	4	1	4	4	4	4		5	2	1	1	 	 	2	3	 	 	4	4	3	4	3	-0.097201489	-0.617221415	0	0.264521956
71901140	1	28	2	1	4	1	1	2	2	1	3	3	3	4		5	2	1	1	-0.609037459	0.850922048	3	4	2	2	4	2	2	4	 	-0.368035406	1.582269549	0	0.548519492
71901180	2	45	4	1	4	1	6	 	2	1	4	4	 	5		10	3	2	2	-0.625010371	1.133821964	2	3	2	2	3	3	3	4	2	0.797520638	-0.131211013	0	0.662738383
71901220	2	34	1	1	1	2	1	2	4	1	3	3	3	3		4	 	1	1	-0.027811103	-0.509459853	3	3	3	3	3	3	4	3	 	-1.204789639	0.438442469	0	0.490515679
71901260	2	53	1	1	3	1	6	 	2	1	4	4	4	5		4	1	1	1	-0.219873846	0.624913752	3	3	2	2	3	3	3	3	2	0.352174193	0.022148032	0	0.70742029
71901300	1	47	1	1	4	1	5	 	2	1	4	4	4	5		8	2	1	2	0.250082642	-0.211981505	2	4	3	3	4	3	1	3	3	1.376272082	-1.256006479	0	0.723694503
71902020	2	63	3	1	1	2	6	 	4	1	4	4	4	3		5	3	1	1	0.510489941	0.402946442	2	1	2	3	3	3	3	3	3	0.108888872	0.070508942	0	0.227262959
71924060	1	22	3	1	2	1	4	2	4	1	3	4	3	4		5	3	2	2	 	 	2	2	 	 	3	3	2	3	1	1.279541612	1.921110749	0	1.067120314
71926260	1	16	3	1	1	2	6	 	2	1	2	3	3	2		5	3	1	3	 	 	1	1	 	 	4	1	1	4	3	1.316295624	-0.834187269	0	1.485104561
71927220	1	60	5	1	5	1	7	 	2	1	3	3	3	1		4	3	2	2	0.545635343	1.349842548	1	1	2	2	4	1	3	3	3	1.282139182	-0.317958564	0	0.311089367
71944020	2	64	2	1	1	2	5	 	1	1	4	4	4	4		4	4	3	4	2.6623559	0.433171123	1	1	2	2	1	1	1	2	1	1.692393184	0.609496832	0	0.511878788
71946140	1	25	3	1	1	1	7	 	2	1	1	2	1	1		5	1	1	1	 	 	4	3	 	 	4	2	4	4	5	1.052805901	-1.402554989	0	1.249086976
71946180	2	23	3	1	3	1	7	2	4	1	2	3	2	1		6	2	1	1	 	 	3	3	 	 	3	3	3	3	1	1.478426814	-0.290362567	1	0.328495681
71967020	1	28	3	1	3	1	5	 	4	1	3	4	4	5		6	1	1	1	1.522137523	0.337750226	1	1	2	3	1	1	3	4	3	-1.157287478	-0.406339437	0	0.441503048
71967100	1	39	1	1	3	1	6	 	2	1	4	4	4	5		4	1	1	1	-0.370062649	0.557788908	2	3	3	2	4	3	3	3	3	 	 	0	0.84986794
71967300	1	47	1	1	2	1	5	 	4	1	4	4	4	5		8	2	2	2	 	 	3	3	3	3	3	3	3	 	2	0.596918523	0.01978082	0	0.776813269
71970180	2	84	6	1	5	2	7	 	4	1	4	4	4	3		4	4	3	2	 	 	3	2	 	 	3	2	3	4	 	-0.726598501	-0.558493793	0	0.519711614
71989220	2	31	1	1	4	1	5	 	2	1	4	4	4	4		5	3	1	2	0.492169738	1.93537426	2	2	1	1	3	1	2	3	2	0.763689458	0.813173413	1	0.872058451
71992100	2	31	1	1	4	1	5	 	2	1	4	4	4	5		5	2	1	2	0.458876491	-0.755869985	2	3	3	4	3	2	3	4	3	-0.229360268	-0.751733363	1	0.859867215
71992140	1	64	5	1	 	1	5	 	1	1	4	4	4	5		3	2	1	2	-1.08020556	0.520968497	3	3	3	2	4	3	4	4	1	0.834535182	-0.002848155	0	0.396511555
71992300	1	30	3	1	3	2	3	2	2	1	4	4	4	5		4	1	1	2	0.750354707	-0.148427501	2	2	3	3	4	2	2	3	 	0.216838732	-0.764254868	0	0.924155653
72010180	1	18	3	1	3	1	6	1	1	1	3	4	3	3		5	2	1	1	0.573122442	0.302791268	2	2	2	3	3	3	2	3	3	0.316048563	0.71536696	0	0.595118582
72013180	2	21	3	1	3	2	3	 	4	1	2	3	4	3		1	3	1	1	 	 	3	3	 	 	3	2	3	3	 	-0.338740379	2.594559193	1	0.189412162
72014020	2	81	5	1	1	2	7	 	4	1	3	4	4	2		4	2	2	2	 	 	3	2	 	 	2	2	2	3	3	-0.528583229	0.291053325	0	0.191133752
72014140	2	35	1	1	3	1	6	 	2	1	3	4	4	2		4	2	1	1	0.488518208	0.337861598	3	3	2	2	2	2	3	3	3	0.728374183	-0.970872045	0	0.305502057
72034100	1	62	2	1	1	1	7	 	1	2	 	 	 	4		4	1	1	1	-1.853221416	1.422825575	2	4	2	2	4	4	4	4	3	-0.249723539	-0.867373824	0	0.674274087
72034140	1	54	3	1	4	1	5	 	2	2	 	 	 	3		7	2	2	3	 	 	1	3	3	3	3	3	4	 	3	0.554941058	0.714338899	0	0.349580586
72034180	2	17	3	1	2	1	6	 	2	2	 	 	 	4		6	2	1	1	 	 	3	3	 	 	3	3	3	 	3	-0.431704849	-0.452920467	1	1.682462692
72034220	2	69	1	1	1	2	7	 	1	2	 	 	 	4		8	4	2	2	2.299868345	1.459134221	1	1	1	1	1	1	2	1	2	1.419611335	-0.348779738	0	0.65355885
73001020	2	24	3	1	2	2	7	 	4	1	3	3	3	1		4	2	2	2	 	 	1	1	 	 	1	1	2	4	2	1.142382264	2.04021287	0	1.04523468
73001060	2	31	2	1	1	2	5	 	4	1	2	3	2	1		5	4	4	4	2.591094255	1.408080816	1	1	1	1	1	1	1	1	1	3.470216036	3.006156445	0	1.778842568
73001140	1	41	3	4	4	1	7	 	5	1	3	3	3	2		3	2	1	1	 	 	2	2	2	2	 	3	2	2	3	-0.333980173	-0.611785889	0	1.825944781
73001180	2	32	3	1	4	1	5	 	4	1	3	3	3	1		1	4	3	3	0.980932891	2.240981579	1	1	1	1	2	1	1	4	3	3.030261517	2.223447084	0	0.889421284
73001220	1	41	5	1	2	1	7	 	2	1	2	2	2	2		5	2	1	1	-0.148612171	-0.349995971	3	3	3	3	3	3	3	4	 	 	 	0	0.879699945
73001260	2	30	4	4	4	1	5	 	1	1	3	3	3	2		6	2	2	2	1.427254438	0.423783839	2	2	2	2	2	2	2	2	3	 	 	0	0.889421284
73002020	2	37	3	4	1	2	4	 	4	1	2	2	3	2		6	3	1	1	 	 	2	2	 	 	2	2	3	2	2	0.788674831	2.18430829	0	2.529412746
73002060	2	47	3	4	5	1	5	 	2	1	3	3	3	3		4	2	1	1	 	 	2	4	 	 	3	2	4	4	3	-1.44978416	1.076504469	0	0.802542925
73002100	2	63	6	1	5	2	7	 	4	1	2	2	3	3		4	4	1	1	 	 	4	3	 	 	4	2	3	3	2	0.324560612	-0.055270996	1	0.820422351
73002140	2	26	2	1	4	1	1	2	4	1	2	2	2	3		5	4	1	1	 	 	2	3	 	 	1	2	2	2	 	1.253871083	1.909823656	0	2.013190269
73002180	2	54	1	1	2	2	7	 	1	1	3	3	3	4		4	4	1	1	0.902732491	-0.100487597	1	3	3	3	3	2	2	3	1	0.048115887	-0.812611639	0	1.713913918
73002220	2	79	6	1	1	2	7	 	1	1	3	3	3	2		4	2	2	1	 	 	1	2	 	 	4	1	2	2	3	0.329151779	-0.067396782	0	0.961219013
73002260	2	60	1	3	2	1	6	 	2	1	 	 	 	3		5	4	2	2	0.765599489	2.273699045	1	1	1	1	4	1	2	2	1	3.62848568	-1.815707922	0	3.281689405
73002300	2	67	1	1	4	2	7	 	2	1	3	3	3	2		10	3	1	1	0.424672455	-0.937479079	2	1	4	4	4	3	3	4	1	0.177528605	-0.237665415	0	1.593761683
73003140	2	31	1	1	4	1	3	2	2	1	3	3	3	5		2	1	1	1	-0.587064207	1.124653935	2	3	2	2	4	3	3	3	 	0.55692035	-0.000226766	0	1.775616527
73003180	1	33	1	1	4	1	3	 	2	1	3	4	3	5		5	2	2	1	0.498898238	-0.213020399	2	2	3	3	3	3	3	3	 	0.527682483	-0.068932392	1	1.908774734
73003220	1	31	1	1	4	1	4	 	2	1	4	4	4	5		8	1	1	1	-0.522692859	-0.148646772	3	3	3	3	4	3	3	4	3	-0.174692288	0.232354358	1	1.908774734
73003260	1	83	6	1	1	2	7	 	4	1	3	3	3	5		5	4	1	2	 	 	2	3	 	 	4	2	3	3	5	0.427544922	0.829845369	1	0.847326458
73003300	1	79	1	1	1	2	2	1	1	1	3	3	3	5		4	3	1	2	-0.14172186	-0.05160502	2	3	3	3	3	3	3	4	 	-0.949791968	-0.358962566	0	1.570662379
73004020	1	62	1	1	4	1	7	 	1	1	 	 	 	4		2	1	1	1	-0.297751129	-1.697057486	4	3	4	4	3	4	4	4	4	-1.261035204	-0.430027872	0	1.574721217
73004060	1	36	1	1	3	1	5	 	2	1	 	 	 	4		1	2	1	1	1.018466353	-0.664820611	2	3	3	3	1	3	3	3	3	0.314152956	-0.004205772	0	1.906603813
73004100	1	72	1	1	4	1	7	 	1	1	 	 	 	5		1	2	2	2	-0.305691302	-0.715511739	3	3	4	3	4	3	3	4	3	-0.507949233	0.134438723	0	1.646708131
73004140	1	69	6	3	4	1	6	 	1	1	 	 	 	4		5	2	1	1	0.554640472	-0.611566484	3	3	3	3	3	3	2	3	1	0.0326708	-0.782859921	1	0.77983892
73004180	2	70	6	1	5	2	7	 	1	1	 	 	 	4		4	3	2	2	0.826319277	-0.597114325	3	2	3	3	3	2	3	3	3	0.419796318	0.739055395	1	0.834144473
73004300	2	42	1	1	4	2	5	 	2	1	 	 	 	5		4	2	1	2	1.585022449	0.896090865	1	1	2	2	2	1	2	3	2	-0.882538259	-0.488598883	0	1.642529964
73005020	2	71	5	1	4	2	7	 	1	1	 	 	 	2		5	2	2	2	-0.212983519	0.923304737	2	3	2	2	3	3	3	3	3	0.668798923	0.627728403	0	0.961453915
73005060	1	32	1	3	4	2	2	1	2	1	3	3	3	2		6	2	2	2	0.263414681	-0.560513198	3	3	3	3	3	3	3	3	 	0.316048563	0.71536696	0	2.195591927
73005100	2	56	3	1	3	1	7	 	1	1	 	 	 	2		7	2	2	2	 	 	3	3	 	 	3	3	3	3	2	0.355648696	1.510430813	0	0.984056592
73005140	2	52	1	1	4	1	6	 	2	1	2	2	3	2		8	1	1	1	-0.900425076	-1.544810176	4	4	4	4	4	4	4	4	2	1.087410331	0.599051356	0	1.963580966
73005180	1	57	1	4	4	1	4	 	4	1	3	3	3	3		4	2	2	2	0.263414681	-0.560513198	3	3	3	3	3	3	3	3	2	0.316048563	0.71536696	0	4.30411911
73005220	1	57	5	1	5	2	6	 	4	1	 	 	 	3		3	3	3	1	-0.126912147	1.516634345	3	2	2	1	4	2	1	4	2	1.879110456	0.451199979	0	1.076029778
73005260	1	32	1	1	4	1	2	2	2	1	 	 	 	2		5	1	1	1	0.263414681	-0.560513198	3	3	3	3	3	3	3	3	 	0.449988276	0.757452428	0	2.195591927
73005300	1	77	3	1	1	2	7	 	1	1	2	3	2	2		3	1	1	1	-0.439837962	-0.298942655	3	3	3	3	3	3	4	4	4	0.316048563	0.71536696	0	0.903337002
73006060	1	43	1	1	5	1	6	 	2	1	4	3	3	4		1	2	1	1	0.459128946	-0.097374186	2	2	3	3	4	2	3	3	1	-0.551223457	-0.603403389	0	2.633824348
73006220	1	46	1	1	4	1	7	 	2	1	4	4	4	5		4	1	1	1	-0.900425076	-1.544810176	4	4	4	4	4	4	4	4	3	-0.359360099	-0.619427264	1	1.746113181
73006300	2	43	1	1	2	1	7	 	2	1	 	 	 	4		4	1	1	1	-0.66494149	-1.197317362	3	3	4	4	4	4	4	4	3	-0.317597926	-0.635788977	1	2.468391657
73007020	2	78	6	1	1	2	7	 	4	1	3	3	3	2		9	2	1	2	 	 	2	2	 	 	1	1	1	 	5	-0.277512699	-0.829037011	0	0.959091604
73007060	2	78	6	1	1	2	7	 	1	1	4	3	4	2		4	4	2	3	 	 	4	2	 	 	 	4	4	4	3	 	 	0	1.918183208
73007180	2	46	3	1	4	1	5	 	2	1	4	4	3	3		4	2	1	1	-0.219873846	0.624913752	3	3	2	2	3	3	3	3	2	 	 	0	0.800766766
73010060	2	28	1	1	4	1	2	2	4	1	4	4	 	1		7	3	2	2	 	 	1	4	 	 	3	2	2	3	 	0.265765369	3.210277557	1	2.225460529
73010100	2	47	3	4	5	1	7	 	4	1	3	3	3	1		7	2	2	2	-1.14133966	0.286500484	2	3	3	3	4	4	4	4	5	-0.462268531	0.310546607	0	1.774325728
73010140	2	61	5	1	5	2	7	 	4	1	3	3	3	1		5	4	3	2	 	 	1	1	 	 	4	1	2	3	1	-0.026106739	4.019521713	1	0.906927466
73010220	2	38	2	1	4	1	6	 	4	1	2	2	2	1		2	3	2	2	-0.191007271	9.20E-05	2	3	4	2	3	3	3	4	1	1.097828984	-0.366152853	1	1.864075541
73010260	2	21	3	4	3	1	2	1	4	1	2	2	2	1		5	4	2	3	1.361130595	1.164564848	2	1	1	2	2	1	2	3	 	2.37014699	1.813163638	0	1.157971144
73014020	1	34	1	1	3	1	2	1	2	1	3	3	4	4		4	3	1	1	0.389690399	0.771057367	2	2	2	2	2	3	3	3	 	0.525523305	0.048178118	1	1.599876881
73014100	1	53	1	1	1	1	7	 	1	1	4	4	 	3		3	2	1	1	-0.212983519	0.923304737	2	3	2	2	3	3	3	3	4	-0.550141573	0.1578632	0	3.55809164
73014180	1	70	4	1	1	2	7	 	1	1	3	3	4	3		4	1	1	1	-0.522692859	-0.148646772	3	3	3	3	4	3	3	4	3	0.449297726	-0.028922217	0	0.691662014
73014300	2	34	3	1	3	1	5	 	2	1	4	4	4	4		2	2	1	1	0.046413127	0.006351806	3	3	2	3	3	3	3	3	3	0.140349582	-0.004671994	0	0.744021654
73015020	2	58	5	1	4	1	1	2	1	1	3	4	4	4		4	1	1	1	-0.900425076	-1.544810176	4	4	4	4	4	4	4	4	 	-1.157287478	-0.406339437	0	0.690240264
73015060	1	52	1	1	2	2	6	 	2	1	4	4	4	4		5	1	1	1	0.232611284	0.405541569	2	2	3	2	3	3	3	3	3	-0.652432799	0.316005498	0	2.132815599
73015100	1	49	1	1	4	1	1	2	5	1	3	3	3	1		8	3	2	3	0.941003323	0.118489385	2	2	3	2	2	2	3	3	 	0.142245203	0.714900732	0	1.462242603
73015180	2	20	3	2	3	2	6	2	4	1	2	3	3	1		6	2	1	1	 	 	3	3	 	 	3	3	3	3	4	0.513646126	-0.738068879	0	0.874418497
73015220	2	40	1	1	3	1	7	 	4	1	2	3	3	2		5	3	3	2	2.299868345	1.459134221	1	1	1	1	1	1	2	1	1	 	 	0	1.378524899
73015260	1	86	6	1	1	2	7	 	1	1	3	3	3	4		5	3	2	1	 	 	2	2	4	 	3	2	3	3	2	0.487128258	-0.813687742	0	0.709533274
73015300	2	21	2	1	2	1	1	2	2	1	2	3	2	2		5	4	2	3	2.442391634	-0.490685284	1	1	3	3	1	1	2	3	 	0.889131606	-0.18998608	0	1.748836994
73016020	1	36	1	4	5	1	5	 	4	1	2	3	3	1		5	3	3	3	-0.472380161	1.840257645	1	3	2	1	3	3	3	3	2	1.003258228	1.210057616	0	1.770118952
73016060	2	35	3	3	4	1	4	 	2	1	2	3	3	1		4	4	1	3	2.299868345	1.459134221	1	1	1	1	1	1	2	1	1	1.666163683	-1.134146333	1	0.807537615
73016220	1	43	3	1	1	1	7	 	2	1	3	3	3	1		5	4	2	3	 	 	1	2	 	 	4	3	3	4	1	2.643414021	-0.578570306	0	0.844213724
73016300	1	32	3	1	4	1	7	 	4	1	2	3	3	1		4	3	2	2	0.76194793	0.676186323	2	2	2	2	3	2	3	2	2	1.880010247	-1.131894588	1	1.768496513
73017060	2	33	5	1	2	1	4	 	4	1	3	3	3	1		4	2	1	1	 	 	3	3	 	 	2	2	3	4	3	 	 	0	0.536768496
73017100	2	35	2	1	4	1	7	 	2	1	3	3	3	1		7	1	1	1	-0.365613729	0.216869026	3	3	2	3	3	3	3	4	3	-0.615352273	-0.496487439	0	1.015672088
73017140	2	81	6	1	1	2	7	 	4	1	4	4	4	1		3	4	2	3	0.384652257	-1.271681666	2	3	4	4	3	2	4	4	3	-1.113548875	-0.442951709	0	0.635436952
73017220	1	53	3	1	5	2	7	 	4	1	3	3	3	1		5	2	1	1	 	 	3	3	 	 	4	4	4	4	1	1.18795085	-1.136620641	1	0.513391435
73017260	2	27	3	1	4	1	4	 	4	1	2	2	3	1		5	3	1	1	 	 	2	2	 	 	2	3	4	4	3	0.240207404	2.259493828	0	0.606483042
73017300	2	37	1	1	3	1	7	 	2	1	3	3	3	1		5	2	1	1	0.454223573	1.94454217	2	2	1	1	2	1	2	4	1	1.262211442	-0.239293844	1	1.015672088
