rowlabel	sex	age	livharm1	ethgrp2	educat3	work	yrsarea	resyrago	tenure1	rural2	rubbcomm	vandcomm	poorhou	tcemdiqu2	tcwmdiqu2	causem	walkdark	walkday	homealon	tcviolent	tcsteal	wburgl	wmugged	wcarstol	wfromcar	wraped	wattack	winsult	wraceatt	crimerat	tcarea	tcneigh	bcsvictim	tcindwt
73567020	2	55	1	1	4	2	2	1	1	1	4	4	4	3	 	3	3	1	1	1.61790144443512	.482053697109222	2	1	2	2	1	2	2	3	 	1.12746918201447	-.996537864208221	0	.83307945728302
73567060	2	75	6	1	4	2	7	 	1	1	3	4	4	5	 	4	3	1	1	 	 	4	4	 	 	4	4	3	4	3	-.739511609077454	-.468696147203445	1	.466161966323853
73567100	1	64	1	1	4	1	7	 	2	1	4	4	4	5	 	8	1	1	1	-.788979828357697	.469915181398392	3	3	3	2	4	3	3	4	3	-.226523250341415	.163600385189056	0	.797606706619263
73567140	1	52	5	1	2	1	6	 	2	1	4	4	4	5	 	4	1	1	1	-.90042507648468	-1.54481017589569	4	4	4	4	4	4	4	4	3	-.837267816066742	-.52137964963913	0	.413396120071411
73567260	2	69	5	1	4	2	5	 	1	1	4	4	4	5	 	4	3	1	1	-.148612171411514	-.349995970726013	3	3	3	3	3	3	3	4	3	 	 	0	.38670140504837
73568060	2	27	3	1	4	1	5	2	4	1	3	3	3	2	 	5	2	1	2	 	 	3	3	 	 	2	3	3	4	4	 	 	0	.483525305986404
73568140	1	63	1	1	2	1	7	 	1	1	3	4	4	4	 	4	2	2	2	 	 	3	3	3	3	 	3	3	3	3	 	 	0	.789721667766571
73568180	1	38	1	1	4	1	6	 	2	1	4	4	4	2	 	1	1	1	1	 	 	2	3	3	3	 	3	3	4	3	.74153083562851	-.675082921981812	0	1.0092613697052
73568220	1	48	1	1	1	1	7	 	2	1	1	4	3	3	 	4	2	1	1	 	 	1	2	3	3	 	2	3	2	2	-.0125917419791222	.157900109887123	0	.841850280761719
73568260	2	17	3	1	2	1	6	 	2	1	3	3	4	2	 	1	3	1	3	2.54767322540283	-.0737855583429337	2	2	2	2	1	1	2	1	2	.852630376815796	-.16846738755703	0	1.97167193889618
73569020	1	23	2	1	3	1	2	1	4	1	4	4	4	4	 	5	1	1	1	 	 	4	4	 	 	 	4	4	4	 	-1.31271684169769	.507752120494843	0	.63704514503479
73569060	1	45	1	1	3	1	5	 	1	1	4	4	4	4	 	4	2	1	1	-.365361273288727	.875364780426025	3	2	2	2	4	3	3	3	2	-.309278577566147	.387320637702942	1	.591145634651184
73569100	1	58	1	1	2	1	6	 	1	1	4	4	4	4	 	4	3	1	1	-.857004225254059	-.0629437789320946	3	3	3	3	4	4	3	4	3	 	 	0	.577959597110748
73569140	2	32	3	1	4	1	6	 	2	1	4	4	4	4	 	5	2	1	2	-.358723402023315	.515259981155396	2	3	2	3	3	3	3	4	2	-.10059530287981	.0174864195287228	0	.274245172739029
73569220	2	31	1	1	2	2	2	1	4	1	4	4	4	2	 	1	3	2	2	1.9105429649353	-.76164311170578	2	2	3	3	2	2	2	2	 	-.490073949098587	.992965221405029	0	.548490345478058
73569260	1	76	1	1	1	2	7	 	5	1	4	4	4	4	 	4	1	1	1	.551836729049683	1.5414422750473	1	2	1	2	3	2	3	2	3	-1.26103520393372	-.43002787232399	0	.72789055109024
73569300	2	22	3	1	4	1	7	 	5	1	4	4	4	4	 	5	2	1	1	 	 	3	2	 	 	3	2	1	3	1	1.17153346538544	-.881740689277649	0	1.28963708877563
73570020	2	77	5	1	2	2	4	 	1	1	4	4	4	5	 	10	1	1	1	-.90042507648468	-1.54481017589569	4	4	4	4	4	4	4	4	 	-1.0221426486969	-.431055873632431	0	.500837504863739
73570060	2	35	1	1	3	1	5	 	2	2	 	4	3	5	 	4	2	1	1	.566670179367065	-.338657200336456	2	3	3	3	2	2	3	4	3	-.468600243330002	-.821121573448181	1	.878830015659332
73570100	1	57	1	1	1	1	5	 	1	1	4	4	4	5	 	4	1	1	1	-1.14133965969086	.286500483751297	2	3	3	3	4	4	4	4	3	-1.26103520393372	-.43002787232399	0	.978837072849274
73570140	2	78	3	1	1	2	5	 	1	2	4	4	3	5	 	5	2	1	1	-.223274454474449	-.522750079631805	4	2	3	3	4	4	3	3	5	-.908284783363342	-.517666399478912	0	.500837504863739
73570180	1	74	1	1	1	2	6	 	1	2	4	4	4	5	 	5	1	1	1	-1.84162974357605	2.03879237174988	2	3	1	2	4	4	4	4	3	-1.26103520393372	-.43002787232399	0	.863395154476166
73571100	2	39	4	1	2	1	4	 	2	1	4	4	4	4	 	1	1	1	1	-.681694030761719	.767081022262573	2	4	1	3	1	4	4	4	3	-.750897705554962	.27590736746788	0	.436220586299896
73571140	2	48	1	1	3	1	3	 	2	1	4	4	4	3	 	1	3	1	2	1.27166163921356	-1.77337324619293	3	2	4	4	2	2	3	4	 	-1.15728747844696	-.406339436769485	0	1.24552428722382
73571180	1	25	3	1	2	1	7	 	2	1	4	4	4	5	 	5	2	1	1	.470720618963242	.518592655658722	2	1	2	3	4	2	3	3	2	-.855914175510406	.345796912908554	0	1.54585874080658
73571220	2	30	5	1	2	2	4	2	4	1	3	4	3	3	 	1	3	2	4	2.56615543365479	.8405721783638	1	1	1	2	1	1	2	1	2	.594995200634003	.632782220840454	1	.461168974637985
73571260	1	86	6	1	4	2	7	 	1	1	4	4	4	5	 	9	3	1	2	.19215302169323	.414396554231644	3	3	2	2	3	3	3	2	3	-.495276182889938	-.641262173652649	0	.440148204565048
73572060	2	30	3	1	4	1	7	 	2	2	1	1	3	3	 	3	4	1	4	.772562026977539	2.14173913002014	1	1	1	1	1	1	3	4	2	1.11581575870514	-.906323850154877	0	.230297923088074
73572100	2	83	6	1	1	2	7	 	4	2	3	3	3	3	 	4	2	1	1	 	 	3	2	 	 	4	3	4	4	3	-.929720401763916	-.544832408428192	0	.27263879776001
73572140	2	41	4	1	5	1	7	 	2	2	2	2	3	3	 	 	2	1	1	-.774149358272552	-.213239654898643	3	3	3	3	3	4	4	4	2	.437235176563263	-.745687305927277	0	.213558256626129
73572300	1	17	3	1	2	1	6	 	2	2	2	2	3	3	 	4	3	2	2	-.373553901910782	1.19841480255127	2	3	2	2	4	2	2	4	3	.308046191930771	-.857503414154053	0	1.13247394561768
73573020	2	52	1	3	4	1	6	 	1	1	4	4	4	5	 	4	3	1	1	.273267567157745	1.22859919071198	2	3	1	2	3	3	2	2	3	.148861616849899	-.775309920310974	1	.602775871753693
73573060	2	32	1	1	4	1	1	2	4	1	4	4	4	5	 	4	2	1	2	.306835502386093	.921353220939636	2	2	2	2	3	3	2	3	 	.0406825691461563	-.594660460948944	1	.417929589748383
73573100	2	45	1	1	2	1	6	1	2	1	4	4	4	5	 	8	2	1	1	.343804061412811	1.7617712020874	1	2	2	1	2	2	2	4	3	-.639200329780579	-.500297367572784	0	.564818561077118
73573140	2	78	6	1	1	2	7	 	1	1	4	4	4	4	 	4	2	1	1	-1.62462818622589	1.47192740440369	2	3	2	2	4	4	4	4	3	-1.26103520393372	-.43002787232399	0	.2253777384758
73573180	1	17	3	1	2	1	5	 	2	1	4	4	4	5	 	5	2	1	1	 	 	3	2	 	 	4	3	4	4	2	.615007996559143	.509263455867767	0	1.28446221351624
73573220	2	32	2	1	4	1	1	2	2	1	4	4	4	4	 	4	2	1	1	.405663311481476	.488157480955124	3	3	2	2	3	2	2	3	 	-.9284388422966	.359438985586166	0	.417929589748383
73573300	1	61	1	1	1	1	7	 	1	1	4	4	4	5	 	4	2	1	1	.263414680957794	-.560513198375702	3	3	3	3	3	3	3	3	3	-.585096657276154	-.504866421222687	0	.385623037815094
73574060	1	76	1	1	3	2	7	 	1	2	4	4	4	5	 	3	1	1	1	-1.11742663383484	-.9779452085495	4	4	3	4	4	4	4	4	2	-.286449939012527	-.587935864925385	0	.484112322330475
73574100	2	75	6	1	1	2	7	 	4	2	4	4	4	4	 	4	4	2	3	2.51661586761475	.0251263789832592	1	1	2	3	1	1	1	3	1	-.818986475467682	2.79135298728943	1	.295084923505783
73574140	1	48	1	1	4	1	6	 	1	2	4	4	4	5	 	8	1	1	1	-.602308928966522	-1.29747259616852	3	4	4	4	4	4	3	4	3	-.741676986217499	-.507315933704376	0	1.07669138908386
73574180	1	47	1	1	3	1	7	 	5	2	4	4	4	3	 	4	1	1	1	3.18803954124451	-1.10234367847443	2	1	2	4	1	1	1	2	3	1.11696934700012	-1.00733804702759	0	.538345694541931
73574260	1	73	1	1	1	2	1	2	4	2	3	3	4	3	 	7	3	1	2	 	 	2	3	 	 	4	3	3	4	 	-.508934736251831	-.400990039110184	0	.50863254070282
73574300	2	38	5	1	3	2	2	1	2	2	4	4	4	3	 	4	4	3	4	1.76704049110413	1.8291152715683	1	1	1	1	1	1	1	3	 	 	 	0	.258860111236572
73575020	2	39	2	1	1	1	7	 	4	2	3	3	3	4	 	5	1	1	1	-.90042507648468	-1.54481017589569	4	4	4	4	4	4	4	4	4	-.275217443704605	-.646836876869202	0	.583220243453979
73575060	1	82	1	1	1	2	7	 	4	2	4	4	4	4	 	4	2	1	1	-1.37682330608368	-.0609923079609871	3	4	3	3	4	4	4	4	2	-.731377840042114	-.558744549751282	0	.588469982147217
73575100	1	59	1	1	3	1	2	1	2	2	4	4	4	4	 	3	1	1	1	-.751286089420319	-.197748601436615	3	4	3	3	4	3	3	4	 	-.928274750709534	.932175397872925	0	.649644434452057
73575140	1	23	3	1	2	1	7	 	2	2	3	3	3	4	 	5	1	1	1	-1.63151848316193	1.17353641986847	3	3	2	2	4	4	4	4	3	-.771198570728302	2.51302552223206	1	1.07351100444794
73575220	2	46	3	1	2	1	7	 	4	2	3	3	3	4	 	5	2	1	1	 	 	3	3	 	 	3	3	3	4	3	-.215142041444778	.0699712634086609	0	.555106937885284
73576020	1	62	1	1	4	1	2	1	1	2	 	 	 	 	3	4	2	1	1	-.664941489696503	-1.19731736183167	3	3	4	4	4	4	4	4	 	-.197209089994431	-.61465984582901	0	.741739451885223
73576060	2	34	1	1	4	1	5	 	4	2	 	 	 	 	3	1	1	1	2	.953323185443878	-1.97057008743286	4	3	4	4	3	2	2	4	3	-1.26103520393372	-.43002787232399	0	.587470173835754
73576100	1	88	1	1	1	2	7	 	1	2	 	 	 	 	3	4	1	1	1	-.90042507648468	-1.54481017589569	4	4	4	4	4	4	4	4	3	-1.26103520393372	-.43002787232399	0	.511685609817505
73576140	2	68	1	1	1	2	7	 	4	2	 	 	 	 	2	1	2	1	1	-1.29720711708069	1.08783352375031	3	3	2	2	4	3	4	4	3	-1.23498165607452	.420045405626297	0	.479357272386551
73576180	1	61	1	1	4	1	7	 	4	2	 	 	 	 	2	5	1	1	1	-.919636785984039	.0372113734483719	3	2	3	3	4	4	4	4	3	-.966062605381012	-.455875515937805	0	.494492948055267
73576300	1	42	1	1	1	1	4	2	4	2	 	 	 	 	3	4	3	1	4	-.671670019626617	.951077163219452	3	3	2	2	4	2	3	4	1	-.400241792201996	-.417853564023972	0	.603034615516663
73577020	1	44	1	1	4	1	3	 	2	2	3	3	3	 	5	3	2	1	1	-.522692859172821	-.148646771907806	3	3	3	3	4	3	3	4	 	.142962098121643	-.601579546928406	0	.555170178413391
73577060	1	61	6	1	2	2	7	 	1	1	3	3	3	 	5	3	3	1	1	-.0741354897618294	.824311494827271	3	2	2	2	4	3	2	3	2	-.675042748451233	-.441222012042999	0	.24942247569561
73577100	1	54	1	1	3	1	7	 	2	1	3	3	3	 	5	1	1	1	1	.414292454719543	-.386597096920013	3	2	3	3	3	2	3	4	2	-.646330058574677	1.29326915740967	0	.51721602678299
73577140	2	71	1	1	1	2	6	 	1	1	4	4	4	 	5	4	3	1	1	1.11729264259338	-1.3066633939743	3	3	3	4	2	2	2	4	2	-.161361172795296	1.98334455490112	0	.509209096431732
73577180	1	53	3	1	1	2	7	 	1	2	4	4	4	 	5	5	1	1	1	-.923126459121704	.886484324932098	3	3	2	2	3	3	4	4	3	-.634327173233032	1.0379878282547	0	.258608013391495
73577220	1	64	1	1	4	2	7	 	1	2	4	4	4	 	5	8	1	1	1	-.751286089420319	-.197748601436615	3	4	3	3	4	3	3	4	2	-.169179186224937	.215162813663483	0	.49884495139122
73577260	2	56	1	1	1	2	7	 	2	2	4	4	4	 	5	4	2	1	1	.603200733661652	.844818294048309	2	2	2	2	2	2	2	4	3	-.582627594470978	-.495286285877228	0	.521167755126953
73578020	1	49	1	1	1	1	7	 	1	2	4	4	4	 	4	5	1	1	1	-.90042507648468	-1.54481017589569	4	4	4	4	4	4	4	4	3	-1.26103520393372	-.43002787232399	0	.642773270606995
73578060	1	74	1	1	3	2	7	 	1	2	4	4	4	 	3	4	1	1	1	-.129148006439209	-1.27352178096771	4	4	4	3	4	3	3	3	3	-.741676986217499	-.507315933704376	0	.607343077659607
73578100	1	40	4	3	4	1	6	 	4	2	4	4	3	 	4	 	1	1	1	.263414680957794	-.560513198375702	3	3	3	3	3	3	3	3	3	-1.33872938156128	.396356970071793	0	.223608940839767
73578140	1	52	1	1	4	2	4	 	1	2	4	4	4	 	4	4	1	1	1	-.295838415622711	1.07360053062439	2	3	2	2	4	3	2	3	2	-.758567094802856	-.408498644828796	0	.416643887758255
73578180	2	78	6	1	1	2	7	 	1	2	4	4	4	 	4	10	1	1	1	-.863894581794739	-.361334711313248	4	3	3	3	4	4	3	4	3	-.774345099925995	-.475580900907516	0	.234929412603378
73578220	1	51	1	1	4	1	7	 	1	2	4	4	4	 	4	5	1	1	1	-.44497737288475	-.273460984230042	3	3	3	3	4	4	3	3	3	.143513843417168	.0472024902701378	0	.83328777551651
73578260	2	51	5	1	2	1	6	 	2	2	4	4	4	 	4	1	4	1	3	-.725913763046265	1.01500010490417	1	3	2	3	4	3	3	4	2	-1.26103520393372	-.43002787232399	0	.418861150741577
73578300	2	17	3	1	2	1	6	 	5	2	4	4	4	 	4	7	1	1	2	-.148612171411514	-.349995970726013	3	3	3	3	3	3	3	4	3	.336519598960876	-.0947600677609444	1	.75237762928009
73579020	1	63	1	1	3	1	7	 	1	2	4	4	4	 	4	5	2	1	1	-.90042507648468	-1.54481017589569	4	4	4	4	4	4	4	4	2	-1.26103520393372	-.43002787232399	0	.445238441228867
73579100	2	44	1	1	1	1	4	 	1	2	4	4	4	 	4	10	3	1	3	-.957906067371368	.0268814172595739	2	4	3	3	4	4	4	3	 	-.495525240898132	-.54500424861908	0	.408369898796082
73579140	2	21	3	1	2	2	2	2	4	2	3	3	3	 	5	5	2	1	3	 	 	2	2	 	 	2	2	3	2	 	.110784485936165	.79008162021637	0	.258947044610977
73579180	2	54	1	1	4	1	6	 	2	2	4	4	3	 	5	7	1	1	1	.263414680957794	-.560513198375702	3	3	3	3	3	3	3	3	3	-1.11354887485504	-.442951709032059	0	.423528343439102
73579260	1	62	5	1	1	2	7	 	1	2	3	3	3	 	5	5	2	1	2	-.110665999352932	-.359163969755173	3	3	3	3	4	3	3	3	3	1.6287761926651	-1.14265918731689	0	.203161329030991
73579300	1	23	2	1	3	1	4	1	4	2	3	3	3	 	5	4	1	1	1	-1.04367506504059	1.70444393157959	3	2	2	1	4	3	3	4	4	.777020931243896	-.777740478515625	0	1.02330255508423
73580020	2	42	5	1	4	1	7	 	2	2	 	 	 	 	5	4	3	1	3	.641146898269653	.835650265216827	2	2	2	2	3	2	2	3	1	.746846497058868	-.815107226371765	1	.217508211731911
73580140	2	62	6	1	4	2	6	 	1	2	4	4	3	 	3	4	1	3	1	.0745891928672791	-.933908224105835	3	3	3	4	3	4	2	4	2	.223990395665169	.731059968471527	1	.21597720682621
73580180	1	60	1	1	4	2	7	 	1	2	4	4	4	 	5	10	1	1	1	-.515802562236786	.149744167923927	2	3	3	3	4	3	3	4	3	-.923748672008514	.176544845104218	0	.432835608720779
73580260	1	29	3	1	4	1	7	 	1	2	3	3	3	 	4	5	1	1	1	-.514338433742523	1.97508871555328	3	2	1	1	4	2	3	3	1	1.55941474437714	.0128000909462571	1	.524658501148224
73580300	2	69	1	1	4	2	4	 	1	2	4	4	4	 	5	4	2	1	2	-.212983518838882	.923304736614227	2	3	2	2	3	3	3	3	2	.00679060071706772	.168336063623428	0	.419587165117264
73581020	1	35	1	1	4	1	7	 	2	1	1	3	3	 	2	1	1	1	1	-1.51891005039215	1.33712255954742	2	4	2	2	4	3	4	4	3	-.63071072101593	2.52392363548279	1	.566997528076172
73581060	2	20	2	1	2	1	7	1	2	1	2	3	 	 	2	9	4	3	3	1.86246764659882	.248255655169487	3	1	2	2	2	1	1	3	1	2.46038866043091	-.795600056648254	1	.678782343864441
73581100	2	44	2	1	1	1	7	 	4	1	2	3	4	 	2	4	4	1	4	2.09299731254578	-.380323231220245	1	2	3	3	1	1	1	4	4	.80442863702774	3.92982697486877	0	.488451719284058
73581140	2	32	1	1	2	2	6	1	2	1	4	4	4	 	2	4	4	2	4	-1.10140860080719	2.61763978004456	1	3	1	1	3	3	3	4	2	1.82210803031921	.757831752300262	1	.526917994022369
73581220	1	41	2	1	1	1	4	 	4	1	4	4	4	 	4	10	1	1	1	-1.37682330608368	-.0609923079609871	3	4	3	3	4	4	4	4	3	-.487973898649216	-.486971199512482	0	.540878176689148
73581260	1	57	4	1	1	1	2	1	4	1	4	4	4	 	2	3	4	3	2	 	 	3	2	 	 	3	2	2	4	 	-.9206263422966	-.529458999633789	0	.277613967657089
73581300	1	46	1	1	2	1	7	 	2	1	2	3	3	 	2	4	2	2	1	.715371131896973	1.35146188735962	2	2	1	2	3	2	1	3	1	2.17217040061951	.418826878070831	1	.777388513088226
73582060	1	68	5	1	1	1	7	 	1	1	1	4	3	 	3	2	1	1	1	-1.14823007583618	-.011890466324985	3	3	3	3	4	4	4	4	3	.406612694263458	.58367508649826	0	.398618847131729
73582100	1	26	3	1	2	1	6	 	5	1	 	 	 	 	2	8	2	1	2	.109734632074833	.0129878725856543	2	3	3	3	4	2	2	4	1	1.70060658454895	.531461656093597	1	1.51871299743652
73582220	1	37	2	1	2	1	2	2	5	1	3	4	4	 	2	5	3	1	2	-.999091029167175	1.33517110347748	2	3	2	2	4	3	3	4	 	.857082843780518	-.238850086927414	0	.974480032920837
73582260	1	40	1	1	2	2	7	 	2	1	4	3	4	 	3	3	2	2	2	1.22873783111572	.708061993122101	2	2	2	2	2	1	1	4	3	1.78321301937103	1.9256032705307	0	.929589509963989
73582300	1	62	1	1	2	2	7	 	1	1	4	4	4	 	2	8	3	1	2	 	 	2	2	 	 	4	2	2	4	4	-.00561439152806997	-.837657749652863	0	.835277318954468
73583100	2	74	1	1	1	2	7	 	1	1	4	4	4	 	4	3	4	2	1	-.0657572820782661	-.50029182434082	3	3	3	3	2	3	4	4	3	-1.26103520393372	-.43002787232399	0	.844747602939606
73583180	1	27	1	3	4	1	1	2	2	1	2	3	3	 	1	9	2	1	2	3.29279828071594	-1.7455016374588	1	1	4	4	3	1	1	1	 	3.01418256759644	1.40420472621918	0	1.00311374664307
73583220	1	51	1	1	4	1	7	 	2	1	1	1	2	 	1	10	2	2	1	-.141721859574318	-.0516050197184086	2	3	3	3	3	3	3	4	3	.232635319232941	1.55613017082214	1	1.28704595565796
73583260	1	64	1	1	3	2	7	 	1	1	4	4	4	 	2	4	1	1	1	-1.02402985095978	.767662465572357	2	3	2	3	4	3	4	4	5	 	 	0	1.24133121967316
73583300	2	68	1	1	4	2	7	 	1	1	3	3	4	 	5	6	4	1	3	3.07438278198242	.222653910517693	1	1	2	2	1	1	1	1	1	.219361662864685	-.610214650630951	0	.802223980426788
73584020	1	49	5	3	3	2	7	 	5	1	3	3	1	2	 	5	3	2	2	.679093062877655	.826482236385345	2	2	2	2	4	2	2	2	3	.527682483196259	-.0689323917031288	0	.962671160697937
73584100	2	63	5	1	1	2	4	 	4	1	1	1	1	3	 	5	4	2	2	1.08134984970093	-.315127015113831	2	2	3	3	3	3	1	3	3	1.8043384552002	-.51515930891037	1	.900855481624603
73584180	1	36	3	1	2	2	7	 	5	1	2	2	2	3	 	8	4	2	2	.459128946065903	-.0973741859197617	2	2	3	3	4	2	3	3	1	2.16057538986206	-.398336470127106	1	3.15934300422668
73584260	1	34	1	4	4	1	1	2	4	1	1	1	1	2	 	6	4	2	2	 	 	2	4	 	 	4	2	3	2	 	.519025325775146	.880280256271362	0	2.10430884361267
73585020	2	38	4	4	4	1	4	 	4	1	3	3	3	3	 	7	4	3	4	2.17217707633972	1.32020711898804	2	1	1	1	1	1	1	2	1	3.62962651252747	-.839855849742889	0	1.1349641084671
73585100	1	30	1	3	2	1	7	 	3	1	2	3	3	1	 	1	2	1	1	 	 	2	3	3	3	 	3	4	3	2	.702163815498352	1.53809833526611	0	2.57973742485046
73585220	1	31	3	1	3	1	7	 	3	1	3	3	3	1	 	4	2	1	2	2.54767322540283	-.0737855583429337	2	2	2	2	1	1	2	1	1	3.22279214859009	-.660868108272552	0	1.28986871242523
73585300	2	45	3	1	4	1	6	 	2	1	3	3	3	3	 	4	3	2	1	.33467635512352	-1.53542292118073	3	3	4	4	3	3	3	4	1	1.115807056427	.322496980428696	0	1.08031892776489
73586060	2	25	3	4	4	1	1	2	4	1	4	4	4	3	 	2	1	1	1	 	 	2	1	 	 	1	1	1	2	 	.508103430271149	-.916688203811646	1	5.67876291275024
73586140	2	69	1	1	1	2	4	 	1	1	4	4	4	5	 	6	2	1	1	.573122441768646	.302791267633438	2	2	2	3	3	3	2	3	2	.416177302598953	-.72650271654129	0	1.75029695034027
73586220	1	23	3	1	4	1	7	 	2	1	4	4	4	4	 	2	1	1	1	-1.04940223693848	-.445086240768433	4	4	3	3	4	3	4	4	3	-1.26103520393372	-.43002787232399	0	5.40070343017578
73586260	1	38	1	1	4	1	5	1	2	1	4	4	4	4	 	4	1	1	1	-1.86011183261871	1.12443459033966	3	4	2	2	4	4	4	4	3	-.952023327350616	-.481054127216339	1	2.10657143592834
73586300	1	23	3	5	3	1	3	2	4	1	3	4	4	4	 	10	2	2	2	 	 	3	3	4	 	4	4	4	4	 	-.181431129574776	-.547577619552612	0	4.54638290405273
73590020	1	55	3	1	4	1	7	 	2	1	2	3	3	2	 	5	2	1	1	-.110665999352932	-.359163969755173	3	3	3	3	4	3	3	3	3	 	 	0	1.05476236343384
73590180	1	43	1	3	4	1	7	 	2	1	2	4	3	1	 	5	3	2	2	.343030780553818	.58831262588501	3	2	2	2	3	2	3	3	2	.272173494100571	2.42655777931213	1	2.12595915794373
73590220	2	40	3	1	4	1	5	 	2	1	2	3	3	2	 	5	2	1	2	1.20039999485016	-.798463523387909	3	2	3	3	2	2	3	3	2	1.02119266986847	-.923530459403992	1	.927899301052094
73593180	1	40	3	1	2	1	7	 	4	1	3	2	3	1	 	3	3	2	2	1.25212681293488	-.210849657654762	1	2	3	3	3	2	3	2	3	2.17508840560913	-.647512495517731	0	3.51767444610596
73593260	2	36	1	1	4	1	5	1	1	1	3	3	3	2	 	2	2	1	1	.263414680957794	-.560513198375702	3	3	3	3	3	3	3	3	3	.951430022716522	.590088129043579	1	2.08894991874695
73596060	2	47	3	1	4	2	6	 	4	1	 	 	 	1	 	8	3	2	3	.606691956520081	.204192370176315	2	2	3	2	2	3	3	3	2	1.09176850318909	2.01855993270874	1	.911807000637054
73596260	2	76	1	1	4	2	7	 	1	1	 	 	 	3	 	8	3	2	2	.265748798847198	1.35836684703827	1	1	1	3	3	1	4	4	3	-1.15728747844696	-.406339436769485	0	3.16701364517212
73596300	2	67	6	1	4	2	7	 	1	1	 	 	 	2	 	3	3	1	1	.244202956557274	1.0215083360672	2	1	2	2	3	3	3	3	3	-.431183755397797	-.463977992534637	1	.875184714794159
73597020	1	53	5	1	1	1	4	 	4	1	3	3	3	3	 	4	2	1	1	.290687620639801	1.92587554454803	1	1	1	2	3	1	3	4	3	1.22077345848083	-.859567284584045	0	.694648504257202
73597070	1	44	6	1	1	2	7	 	4	1	3	3	3	3	 	5	3	1	1	-.73969441652298	.418218225240707	3	3	2	3	4	3	3	4	2	1.71465766429901	-.980539560317993	1	.74550861120224
73597100	2	68	5	1	1	2	7	 	2	1	2	3	2	2	 	4	3	1	2	 	 	1	2	 	 	2	2	3	3	4	.0425173789262772	-.0564756840467453	0	1.2995365858078
73597140	2	75	6	1	4	2	6	 	1	1	3	3	3	5	 	4	3	1	1	.33467635512352	-1.53542292118073	3	3	4	4	3	3	3	4	3	-.298042356967926	1.73455333709717	0	.783326268196106
73597180	2	71	1	1	4	1	7	 	1	1	4	4	3	5	 	5	3	1	1	.941001772880554	-.0901576355099678	2	1	3	3	3	2	2	4	1	-.233444809913635	.224402964115143	0	1.36789846420288
73597220	2	42	1	1	2	1	7	 	2	1	3	3	3	5	 	4	2	1	1	.263414680957794	-.560513198375702	3	3	3	3	3	3	3	3	2	.0441699996590614	.221781566739082	0	1.34693825244904
73597260	1	51	1	1	3	1	5	 	2	1	3	3	3	5	 	5	1	1	1	-.884407043457031	2.05077481269836	1	3	2	1	3	3	3	4	3	.230872541666031	.14593531191349	0	2.77859401702881
73597300	2	37	1	2	4	2	3	 	2	1	3	3	3	3	 	4	2	1	1	-.376952975988388	.259397983551025	3	3	3	2	4	3	3	3	 	-.493690401315689	-.492970585823059	1	1.37426352500916
73598060	2	25	1	5	4	2	1	2	4	1	 	4	2	1	 	 	4	1	2	 	 	1	1	 	 	3	2	3	3	 	 	 	0	1.64048159122467
73598100	1	42	1	1	2	1	6	2	4	1	3	4	3	1	 	5	2	1	1	 	 	3	3	 	 	4	4	4	4	3	1.52808785438538	-.234307825565338	1	1.54176163673401
73598140	1	27	3	1	2	1	7	2	4	1	3	3	3	1	 	4	1	1	1	-.600844860076904	.527872025966644	4	3	2	2	4	3	3	3	3	2.43726801872253	-1.19951832294464	1	.811839997768402
73598180	2	57	4	1	2	1	7	 	1	1	4	4	4	3	 	4	2	1	1	3.07438278198242	.222653910517693	1	1	2	2	1	1	1	1	1	-.0196690820157528	.313143014907837	1	.723753929138184
73598220	1	72	6	1	4	2	7	 	1	1	3	4	4	4	 	4	1	1	1	-1.14823007583618	-.011890466324985	3	3	3	3	4	4	4	4	4	-1.07726073265076	.45143449306488	0	.698146224021912
73598300	2	41	3	1	4	1	7	 	1	1	3	4	4	1	 	1	2	1	1	 	 	2	2	 	 	4	2	2	2	2	1.45598876476288	.516351759433746	0	.696389436721802
73600020	2	23	3	1	2	2	4	 	4	1	2	2	3	2	 	4	1	1	1	 	 	2	2	 	 	3	3	2	3	3	1.12274098396301	-1.07341694831848	0	.721203804016113
73600140	2	58	1	1	1	1	7	 	2	1	3	3	3	1	 	3	2	1	1	1.28151452541351	.0157390926033258	2	2	2	3	2	2	2	3	3	-.0148893352597952	-.620698928833008	0	1.77248787879944
73600180	1	64	1	1	4	2	6	 	4	1	3	3	3	2	 	5	1	1	1	-.90042507648468	-1.54481017589569	4	4	4	4	4	4	4	4	3	-.437771022319794	.130356103181839	0	1.1313202381134
73600220	2	68	1	1	1	2	7	 	1	1	3	4	4	1	 	6	2	2	1	-.181491151452065	.0640411823987961	2	3	3	3	4	2	3	4	5	.646181762218475	-.741175472736359	0	1.09696853160858
73600260	2	84	6	1	1	2	7	 	1	1	3	3	3	3	 	4	2	1	1	 	 	3	3	 	 	4	3	3	4	3	-1.26103520393372	-.43002787232399	0	.725762605667114
73601100	2	52	1	1	2	1	6	 	2	1	2	2	3	3	 	4	2	2	2	 	 	2	2	1	2	3	3	3	 	1	.949451088905334	.630716443061829	0	2.37588715553284
73601140	2	64	1	1	2	2	4	 	1	1	3	3	3	3	 	4	2	1	2	 	 	3	3	2	2	4	3	3	 	3	.243975281715393	.953169822692871	0	1.13764560222626
73601180	2	78	6	1	5	2	7	 	1	1	3	4	4	4	 	4	2	1	1	 	 	4	3	 	 	4	3	4	 	3	-.979609191417694	-.40086618065834	0	.666267275810242
